artist_name,track_name,Angry Lyrics,Sad Lyrics,Happy/Joyful Lyrics,Humorous Lyrics,Love/Romance Lyrics,Social/Political Lyrics,Abstract Lyrics,Explicit Lyrics
róisín murphy,let me know,0.0,0.0,0.6,0.0,0.8,0.0,0.2,0.0
tokyo police club,cheer it on,0.2,0.0,0.2,0.4,0.0,0.2,0.4,0.0
bloc party,better than heaven,0.0,0.2,0.6,0.0,0.8,0.0,0.4,0.0
the blood brothers,love rhymes with hideous car wreck,0.6,0.8,0.0,0.0,0.6,0.0,0.8,0.2
bloc party,always new depths,0.4,0.4,0.0,0.0,0.0,0.4,0.6,0.0
metallica,hit the lights,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
evanescence,whisper,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.0
dido,my lover's gone,0.0,1.0,0.0,0.0,0.8,0.0,0.2,0.0
in flames,jester script transfigured,0.4,0.2,0.0,0.0,0.0,0.0,0.8,0.0
ok go,you're so damn hot,0.2,0.0,0.4,0.4,0.8,0.0,0.2,0.2
tv on the radio,king eternal,0.4,0.4,0.0,0.0,0.0,0.6,0.8,0.0
jay-z,99 problems,0.6,0.0,0.0,0.2,0.0,0.6,0.2,1.0
tv on the radio,family tree,0.0,0.8,0.0,0.0,1.0,0.4,0.6,0.0
hot chip,wrestlers,0.2,0.0,0.4,0.6,0.0,0.0,0.2,0.0
dread zeppelin,the rain song,0.0,0.4,0.2,0.0,0.8,0.0,0.6,0.0
depeche mode,come back,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0
lostprophets,can't catch tomorrow (good shoes won't save you this time),0.4,0.0,0.0,0.0,0.0,0.4,0.4,0.0
garbage,shut your mouth,0.6,0.0,0.0,0.2,0.0,0.6,0.2,0.0
sufjan stevens,we won't need legs to stand,0.0,0.6,0.2,0.0,0.2,0.2,0.6,0.0
the libertines,campaign of hate,0.6,0.0,0.0,0.2,0.0,0.8,0.4,0.0
yeah yeah yeahs,hysteric,0.0,0.2,0.4,0.0,1.0,0.0,0.4,0.0
the unicorns,ghost mountain,0.0,0.4,0.2,0.6,0.0,0.0,0.8,0.0
red hot chili peppers,i could die for you,0.0,0.2,0.4,0.0,1.0,0.0,0.4,0.0
nouvelle vague,don't go,0.0,0.4,0.0,0.0,1.0,0.0,0.2,0.0
the monkees,i'm a believer,0.0,0.2,1.0,0.0,1.0,0.0,0.2,0.0
hot chip,made in the dark,0.0,0.6,0.0,0.0,0.8,0.0,0.4,0.0
the new brubeck quartet,take five,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metric,the twist,0.2,0.4,0.0,0.0,0.4,0.0,0.4,0.0
iron & wine,my lady's house,0.0,0.4,0.2,0.0,0.8,0.0,0.6,0.0
iron & wine,promising light,0.0,0.4,0.4,0.0,1.0,0.0,0.4,0.0
dragonforce,through the fire and flames,0.0,0.2,0.4,0.0,0.0,0.0,0.6,0.0
children of bodom,everytime i die,0.2,1.0,0.0,0.0,0.0,0.0,0.6,0.0
black kids,i wanna be your limousine,0.0,0.2,0.6,0.6,0.8,0.0,0.4,0.0
pendulum,visions,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0
the cribs,hey scenesters!,0.6,0.0,0.0,0.2,0.0,0.6,0.2,0.0
kasabian,pinch roller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snow patrol,the finish line,0.0,0.8,0.0,0.0,0.8,0.0,0.4,0.0
queen,play the game,0.0,0.2,0.6,0.0,1.0,0.0,0.2,0.0
paramore,when it rains,0.2,0.8,0.0,0.0,0.2,0.0,0.4,0.0
dread zeppelin,out on the tiles,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
the kinks,victoria,0.2,0.0,0.6,0.6,0.0,0.8,0.2,0.0
the stone roses,elizabeth my dear,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0
t.a.t.u.,all about us,0.4,0.0,0.2,0.0,1.0,0.4,0.2,0.0
n.e.r.d.,she wants to move,0.2,0.0,0.8,0.4,0.2,0.0,0.2,0.6
dirty pretty things,the gentry cove,0.6,0.2,0.0,0.0,0.0,0.6,0.4,0.0
tori amos,girl,0.2,0.6,0.0,0.0,0.0,0.4,0.6,0.0
yann tiersen,la valse d'amélie (version orchestre),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nick cave & the bad seeds,stagger lee,1.0,0.0,0.0,0.2,0.0,0.0,0.2,1.0
a.c. newman,the battle for straight time,0.4,0.4,0.2,0.2,0.2,0.2,0.6,0.0
pj harvey,the piano,0.0,1.0,0.0,0.0,0.2,0.0,0.6,0.0
madonna,candy shop,0.0,0.0,0.4,0.2,0.8,0.0,0.6,0.4
wire,the 15th,0.0,0.2,0.4,0.0,0.6,0.0,0.6,0.0
psapp,cosy in the rocket,0.0,0.0,0.4,0.2,0.0,0.0,0.6,0.0
the white stripes,you're pretty good looking (for a girl),0.2,0.0,0.2,0.4,0.6,0.0,0.2,0.0
robbie williams,come undone,0.4,0.8,0.0,0.2,0.2,0.4,0.4,0.6
bonnie somerville,winding road,0.0,0.4,0.4,0.0,0.2,0.0,0.4,0.0
ministry,jesus built my hotrod,0.2,0.0,0.2,1.0,0.0,0.0,1.0,0.0
cat power,names,0.0,1.0,0.0,0.0,0.0,0.6,0.2,0.2
the streets,blinded by the lights,0.4,0.4,0.0,0.0,0.2,0.0,0.2,0.4
beck,minus,0.2,0.0,0.0,0.4,0.0,0.0,0.8,0.0
bloc party,staying fat,0.4,0.4,0.0,0.0,0.2,0.4,0.4,0.0
travis,turn,0.0,0.6,0.2,0.0,0.6,0.0,0.4,0.0
asobi seksu,lions and tigers,,,,,,,,
nightwish,master passion greed,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0
rilo kiley,with arms outstretched,0.0,0.4,0.6,0.0,0.2,0.0,0.4,0.0
morrissey,the last of the famous international playboys,0.4,0.4,0.0,0.4,0.4,0.8,0.2,0.0
led zeppelin,four sticks,0.2,0.4,0.0,0.0,0.4,0.0,0.6,0.0
nick drake,know,0.0,0.4,0.2,0.0,0.0,0.0,0.2,0.0
jamiroquai,you give me something,0.0,0.0,0.8,0.0,1.0,0.0,0.2,0.0
onerepublic,mercy,0.4,0.8,0.0,0.0,0.8,0.0,0.4,0.0
the futureheads,danger of the water,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0
cat stevens,father and son,0.2,0.6,0.0,0.0,0.4,0.0,0.2,0.0
cansei de ser sexy,let's make love and listen death from above,0.0,0.0,0.6,0.4,0.8,0.0,0.2,0.2
paramore,we are broken,0.2,1.0,0.0,0.0,0.2,0.4,0.4,0.0
beth gibbons & rustin man,tom the model,0.0,0.6,0.0,0.0,0.2,0.4,0.6,0.0
depeche mode,in chains,0.0,0.6,0.0,0.0,1.0,0.0,0.4,0.0
the beatles,birthday,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0
incubus,warning,0.0,0.4,0.2,0.0,0.0,0.0,0.4,0.0
simian mobile disco,sleep deprivation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the chemical brothers,song to the siren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wilco,i'm always in love,0.0,0.4,0.2,0.0,1.0,0.0,0.2,0.0
a perfect circle,breña,0.0,0.4,0.0,0.0,1.0,0.0,0.4,0.0
okkervil river,black,1.0,0.4,0.0,0.0,0.2,0.0,0.4,0.0
joanna newsom,monkey & bear,0.2,0.8,0.0,0.0,0.2,0.4,0.6,0.0
black sabbath,the wizard,0.0,0.0,0.8,0.2,0.0,0.0,0.4,0.0
pj harvey,snake,0.8,0.0,0.0,0.0,0.2,0.0,0.4,0.4
beck,broken drum,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0
the verve,rather be,0.0,0.2,0.4,0.0,0.8,0.0,0.2,0.0
depeche mode,blue dress,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2
mötley crüe,wild side,0.4,0.0,0.2,0.2,0.0,0.4,0.4,0.4
radiohead,i will. (no man's land.),0.4,0.8,0.0,0.0,0.2,0.6,0.4,0.0
judas priest,electric eye,0.4,0.0,0.0,0.0,0.0,0.8,0.4,0.0
amy macdonald,let's start a band,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
black sabbath,black sabbath,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0
hot chip,the beach party,0.0,0.0,0.6,0.4,0.2,0.0,0.2,0.0
nick drake,fruit tree,0.0,0.8,0.0,0.0,0.0,0.6,0.6,0.0
queens of the stone age,the blood is love,0.2,0.2,0.0,0.0,0.6,0.0,0.8,0.4
pearl jam,life wasted,0.4,0.4,0.2,0.0,0.0,0.0,0.4,0.0
pixies,ana,0.0,0.0,0.2,0.0,0.6,0.0,0.8,0.0
foo fighters,come alive,0.0,0.4,0.6,0.0,0.8,0.0,0.2,0.0
metallica,jump in the fire,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0
lcd soundsystem,sound of silver,0.0,0.4,0.2,0.4,0.0,0.2,0.4,0.0
james blunt,no bravery,0.4,1.0,0.0,0.0,0.0,0.8,0.2,0.0
the offspring,(can't get my) head around you,0.6,0.2,0.0,0.0,0.4,0.0,0.2,0.0
jack johnson,constellations,0.0,0.4,0.4,0.0,0.8,0.0,0.4,0.0
pink floyd,goodbye cruel world,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0
the flaming lips,mr. ambulance driver,0.0,1.0,0.0,0.0,0.6,0.0,0.2,0.0
the smashing pumpkins,to forgive,0.4,0.8,0.0,0.0,0.0,0.0,0.6,0.0
deep purple,burn,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0
zero 7,seeing things,0.0,0.4,0.2,0.0,0.2,0.0,0.6,0.0
fever ray,if i had a heart,0.2,0.8,0.0,0.0,0.2,0.0,0.6,0.0
yelle,je veux te voir,0.4,0.0,0.2,1.0,0.0,0.6,0.2,0.8
mastodon,i am ahab,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0
beck,devil's haircut,0.2,0.2,0.0,0.2,0.0,0.2,0.8,0.0
mogwai,i do have weapons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uverworld,d-tecnolife,0.2,0.4,0.2,0.0,0.4,0.0,0.4,0.0
michael bublé,feeling good,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.0
four tet,my angel rocks back and forth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aqualung,easier to lie,0.0,0.8,0.0,0.0,0.6,0.0,0.4,0.0
sunset rubdown,stadiums and shrines ii,0.2,0.4,0.0,0.0,0.2,0.0,1.0,0.0
animal collective,loch raven,0.0,0.2,0.2,0.0,0.0,0.0,1.0,0.0
air,cemetary party,0.0,0.8,0.0,0.0,0.2,0.0,0.6,0.0
razorlight,rip it up,0.2,0.0,0.4,0.0,0.2,0.0,0.2,0.0
mew,symmetry,0.0,0.6,0.0,0.0,0.6,0.0,0.4,0.0
the cardigans,carnival,0.0,0.6,0.0,0.0,1.0,0.0,0.2,0.0
the format,on your porch,0.0,1.0,0.0,0.0,0.4,0.0,0.2,0.0
auf der maur,followed the waves,0.0,0.4,0.0,0.0,0.6,0.0,0.6,0.0
within temptation,frozen,0.0,1.0,0.0,0.0,0.8,0.0,0.4,0.0
pixies,down to the well,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0
tori amos,caught a lite sneeze,0.4,0.8,0.0,0.0,0.8,0.0,0.8,0.0
tori amos,digital ghost,0.2,0.8,0.0,0.0,0.6,0.2,0.6,0.0
rufus wainwright,i don't know what it is,0.0,0.2,0.6,0.4,0.4,0.2,0.6,0.0
modest mouse,lives,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.0
belle and sebastian,if you find yourself caught in love,0.0,0.2,0.8,0.2,1.0,0.2,0.2,0.0
fiona apple,the child is gone,0.4,1.0,0.0,0.0,0.6,0.0,0.4,0.0
within temptation,memories,0.0,1.0,0.0,0.0,0.8,0.0,0.2,0.0
deftones,rapture,0.8,0.2,0.0,0.0,0.4,0.0,0.6,0.4
siouxsie and the banshees,cities in dust,0.0,0.6,0.0,0.0,0.0,0.4,0.6,0.0
pantera,psycho holiday,0.6,0.2,0.0,0.0,0.0,0.0,0.4,0.0
pavement,in the mouth a desert,0.4,0.4,0.0,0.2,0.2,0.0,0.6,0.0
wu-tang clan,shame on a nigga,,,,,,,,
mando diao,motown blood,0.2,0.0,0.6,0.0,0.4,0.0,0.4,0.0
ramones,i wanna be your boyfriend,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0
sentenced,vengeance is mine,0.8,0.4,0.0,0.0,0.0,0.0,0.4,0.2
explosions in the sky,have you passed through this night?,0.4,0.8,0.0,0.0,0.0,0.4,0.6,0.0
nightwish,walking in the air,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.0
nightwish,sleeping sun,0.0,0.8,0.0,0.0,0.4,0.0,0.6,0.0
asobi seksu,exotic animal paradise,0.0,0.4,0.2,0.0,0.6,0.0,0.8,0.0
deerhunter,strange lights,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0
the b-52's,rock lobster,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0.0
coolio,gangsta's paradise,0.4,0.8,0.0,0.0,0.0,0.6,0.2,0.2
wilco,a shot in the arm,0.4,0.8,0.0,0.0,0.6,0.0,0.6,0.0
new young pony club,get dancey,0.0,0.0,0.8,0.2,0.0,0.0,0.2,0.0
belle and sebastian,i don't love anyone,0.2,0.6,0.2,0.2,0.8,0.0,0.4,0.0
soda stereo,prófugos,0.0,0.2,0.2,0.0,0.6,0.0,0.4,0.0
art brut,bad weekend,0.4,0.2,0.0,0.6,0.0,0.4,0.0,0.0
the velvet underground,stephanie says,0.0,0.8,0.0,0.0,0.2,0.0,0.4,0.0
the velvet underground,sweet jane,0.0,0.0,0.6,0.2,0.6,0.2,0.2,0.0
morrissey,i'll never be anybody's hero now,0.4,1.0,0.0,0.2,0.2,0.0,0.2,0.0
shakira,don't bother,0.4,0.4,0.0,0.2,0.8,0.0,0.2,0.0
pavement,gold soundz,0.0,0.4,0.4,0.2,0.2,0.0,0.6,0.0
violent femmes,kiss off,0.6,0.4,0.0,0.4,0.4,0.2,0.4,0.0
tool,swamp song,0.8,0.2,0.0,0.0,0.0,0.0,0.6,0.2
jamiroquai,space cowboy,0.0,0.0,0.6,0.2,0.0,0.0,0.6,0.0
the smashing pumpkins,landslide,0.0,0.8,0.0,0.0,0.6,0.0,0.6,0.0
daft punk,teachers,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
the cinematic orchestra,familiar ground,0.0,0.4,0.2,0.0,0.6,0.0,0.4,0.0
the dresden dolls,672,0.4,0.6,0.2,0.4,0.4,0.2,0.4,0.2
björk,aurora,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0
cocorosie,japan,0.0,0.4,0.2,0.2,0.2,0.0,0.8,0.0
emilíana torrini,sunnyroad,0.0,0.6,0.2,0.0,0.8,0.0,0.2,0.0
the chemical brothers,setting sun,0.2,0.4,0.0,0.0,0.2,0.0,0.8,0.0
nightwish,bless the child,0.2,0.8,0.0,0.0,0.2,0.0,0.6,0.0
poets of the fall,carnival of rust,0.2,1.0,0.0,0.0,0.8,0.0,0.6,0.0
amy winehouse,me & mr. jones,0.6,0.2,0.0,0.2,0.8,0.0,0.2,0.4
radiohead,the trickster,0.6,0.2,0.0,0.0,0.0,0.0,0.4,0.0
david bowie,diamond dogs,0.4,0.0,0.0,0.2,0.0,0.4,0.8,0.2
jamiroquai,little l,0.4,0.6,0.0,0.0,0.8,0.0,0.4,0.0
the view,same jeans,0.0,0.0,0.6,0.6,0.4,0.0,0.0,0.0
jenny lewis with the watson twins,handle with care,0.0,0.4,0.4,0.0,0.8,0.0,0.2,0.0
slayer,postmortem,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8
slayer,criminally insane,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.8
pearl jam,parachutes,0.0,0.4,0.2,0.0,0.6,0.0,0.4,0.0
the chemical brothers,the salmon dance,0.0,0.0,0.8,1.0,0.0,0.0,0.2,0.0
the smashing pumpkins,once upon a time,0.0,0.8,0.0,0.0,0.8,0.0,0.4,0.0
foals,red sock pugie,0.0,0.0,0.4,0.0,0.8,0.0,0.6,0.0
beck,guess i'm doing fine,0.0,1.0,0.0,0.0,0.6,0.0,0.4,0.0
the chemical brothers,we are the night,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
in flames,dismiss the cynics,0.6,0.2,0.0,0.0,0.0,0.6,0.4,0.0
mew,comforting sounds,0.2,0.8,0.0,0.0,0.4,0.0,0.6,0.0
lcd soundsystem,never as tired as when i'm waking up,0.0,0.6,0.0,0.0,0.4,0.0,0.4,0.0
chemistry,伝説の草原,0.0,0.4,0.4,0.0,0.6,0.0,0.4,0.0
electric light orchestra part ii,evil woman,0.6,0.2,0.0,0.2,0.8,0.0,0.2,0.0
delerium,silence,0.0,0.4,0.2,0.0,0.6,0.0,0.8,0.0
in flames,free fall,0.4,0.6,0.0,0.0,0.0,0.0,0.6,0.0
sunset rubdown,us ones in between,0.2,0.6,0.0,0.0,0.4,0.0,0.8,0.0
patrick wolf,the railway house,0.0,0.6,0.2,0.0,0.8,0.0,0.4,0.0
mika,relax (take it easy),0.0,0.2,0.6,0.0,0.0,0.0,0.4,0.0
nightwish,dark chest of wonders,0.0,0.2,0.6,0.0,0.0,0.0,0.6,0.0
the thrills,big sur,0.0,0.0,0.8,0.0,0.2,0.0,0.2,0.0
kasabian,stuntman,0.4,0.0,0.2,0.0,0.0,0.0,0.6,0.0
the unicorns,sea ghost,0.0,0.4,0.2,0.4,0.0,0.0,0.8,0.0
kanye west,gold digger,0.4,0.0,0.2,0.8,0.2,0.4,0.2,0.6
sublime,badfish,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.0
pavement,here,0.0,1.0,0.0,0.2,0.2,0.0,0.4,0.0
foals,tron,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0
incubus,sick sad little world,0.4,0.2,0.0,0.0,0.0,0.6,0.6,0.0
the flaming lips,yeah yeah yeah song,0.4,0.0,0.4,0.4,0.0,0.8,0.2,0.0
the fratellis,doginabag,0.0,0.0,0.4,0.6,0.2,0.0,0.2,0.0
digitalism,the pulse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mana,clavado en un bar,0.2,1.0,0.0,0.0,1.0,0.0,0.4,0.0
rufus wainwright,the art teacher,0.0,0.8,0.0,0.0,1.0,0.0,0.4,0.0
no doubt,underneath it all,0.2,0.2,0.8,0.0,1.0,0.0,0.2,0.0
kanye west,touch the sky (feat. lupe fiasco),0.0,0.0,1.0,0.4,0.2,0.2,0.4,0.2
the all-american rejects,top of the world,0.4,0.2,0.0,0.0,0.2,0.0,0.2,0.0
the stills,changes are no good,0.2,0.8,0.0,0.0,0.4,0.0,0.4,0.0
suede,metal mickey,0.0,0.0,0.4,0.2,0.4,0.0,0.4,0.2
manic street preachers,autumnsong,0.0,0.2,0.6,0.0,0.4,0.0,0.4,0.0
red hot chili peppers,higher ground,0.2,0.0,0.4,0.0,0.0,0.6,0.4,0.0
red hot chili peppers,funky monks,0.0,0.0,0.4,0.4,0.2,0.0,0.4,0.4
nightwish,she is my sin,0.2,0.0,0.0,0.0,0.2,0.0,0.4,0.4
megadeth,hangar 18,0.4,0.0,0.0,0.0,0.0,0.6,0.2,0.0
bruce dickinson,tears of the dragon,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.0
the beatles,the end,0.0,0.0,0.6,0.0,0.6,0.0,0.2,0.0
ac/dc,rock and roll ain't noise pollution,0.4,0.0,0.4,0.2,0.0,0.6,0.2,0.2
king crimson,epitaph,0.2,1.0,0.0,0.0,0.0,0.8,0.6,0.0
bomfunk mc's,freestyler,0.0,0.0,0.4,0.2,0.0,0.0,0.2,0.0
鈴村健一,primal innocence,0.2,0.2,0.6,0.0,0.4,0.0,0.6,0.0
yeah yeah yeahs,rockers to swallow,0.8,0.0,0.0,0.0,0.0,0.2,0.6,0.2
massive attack,special cases,0.2,0.6,0.0,0.0,0.6,0.0,0.4,0.0
rage against the machine,snakecharmer,0.8,0.0,0.0,0.0,0.0,0.8,0.4,0.2
brand new,i will play my game beneath the spin light,0.4,0.6,0.0,0.0,0.2,0.2,0.4,0.0
adele,cold shoulder,0.4,0.6,0.0,0.0,0.8,0.0,0.2,0.0
counting crows,omaha,0.0,0.2,0.4,0.0,0.0,0.2,0.4,0.0
the radio dept.,it's personal,0.4,0.4,0.0,0.0,0.0,0.8,0.2,0.0
the killers,the ballad of michael valentine,0.2,0.4,0.2,0.0,0.6,0.0,0.4,0.0
this will destroy you,grandfather clock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matchbox twenty,how far we've come,0.2,0.4,0.0,0.2,0.0,0.6,0.4,0.0
goldfrapp,some people,0.0,0.6,0.2,0.0,0.2,0.0,0.6,0.0
camera obscura,suspended from class,0.0,0.4,0.4,0.2,0.6,0.0,0.2,0.0
eddie vedder,tuolumne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
múm,the ballad of the broken birdie records,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
cocorosie,promise,0.0,0.4,0.2,0.0,0.6,0.0,0.8,0.0
alice in chains,no excuses,0.2,0.6,0.2,0.0,0.2,0.0,0.4,0.0
opeth,dirge for november,0.2,1.0,0.0,0.0,0.2,0.0,0.6,0.0
30 seconds to mars,end of the beginning,0.2,0.4,0.0,0.0,0.0,0.0,0.8,0.0
soilwork,distance,0.4,0.6,0.0,0.0,0.2,0.0,0.6,0.0
the cribs,mirror kissers,0.6,0.0,0.0,0.2,0.0,0.6,0.4,0.0
paramore,born for this,0.4,0.0,0.6,0.0,0.0,0.4,0.2,0.0
alice in chains,rain when i die,0.4,1.0,0.0,0.0,0.4,0.0,0.6,0.2
the libertines,the boy looked at johnny,0.4,0.2,0.0,0.2,0.0,0.4,0.2,0.0
moby,one of these mornings,0.0,0.8,0.0,0.0,0.2,0.0,0.4,0.0
pixies,there goes my gun,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.2
sufjan stevens,tahquamenon falls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bloc party,banquet (phones disco edit),0.0,0.0,0.2,0.0,0.6,0.0,0.4,0.0
neko case,things that scare me,0.0,0.6,0.0,0.0,0.2,0.0,0.6,0.0
mark ronson,valerie (feat. amy winehouse),0.2,0.6,0.2,0.2,0.8,0.2,0.2,0.0
maroon 5,tangled,0.4,0.4,0.0,0.0,0.8,0.0,0.4,0.0
cocteau twins,heaven or las vegas,0.0,0.0,0.8,0.0,0.6,0.0,1.0,0.0
black rebel motorcycle club,us government,0.6,0.2,0.0,0.0,0.0,1.0,0.2,0.0
deerhunter,cryptograms,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.0
cocteau twins,fifty-fifty clown,0.0,0.2,0.2,0.0,0.4,0.0,0.8,0.0
cut copy,saturdays (reprise),0.0,0.0,0.4,0.0,0.4,0.0,0.2,0.0
sufjan stevens,sister,0.0,0.4,0.2,0.0,0.2,0.0,0.6,0.0
midnight juggernauts,tombstone,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0
system of a down,boom!,0.6,0.2,0.0,0.2,0.0,1.0,0.4,0.0
live,lightning crashes,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2
underworld,cowgirl,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0
architecture in helsinki,debbie,0.0,0.0,0.8,0.4,0.4,0.0,0.4,0.0
queens of the stone age,how to handle a rope,0.4,0.0,0.0,0.2,0.0,0.0,0.6,0.0
apparat,limelight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the cure,a night like this,0.0,0.8,0.0,0.0,1.0,0.0,0.4,0.0
metric,on the sly,0.2,0.4,0.0,0.0,0.6,0.0,0.4,0.0
arch enemy,nemesis,1.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0
bikini kill,rebel girl,0.2,0.0,0.8,0.0,0.8,0.8,0.2,0.2
deftones,mein,0.4,0.2,0.0,0.0,0.2,0.2,0.6,0.0
fiona apple,better version of me,0.2,0.4,0.4,0.2,0.6,0.0,0.4,0.0
judas priest,painkiller,0.6,0.2,0.0,0.0,0.0,0.0,0.6,0.0
bangles,eternal flame,0.0,0.2,0.4,0.0,1.0,0.0,0.2,0.0
nick drake,bryter layter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the strokes,what ever happened,0.4,0.8,0.0,0.0,0.4,0.0,0.2,0.0
red hot chili peppers,warlocks,0.0,0.0,0.4,0.4,0.2,0.2,0.6,0.4
kling klang,rocker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jack johnson,dreams be dreams,0.0,0.2,0.4,0.0,0.0,0.0,0.2,0.0
oasis,love like a bomb,0.0,0.2,0.6,0.0,1.0,0.0,0.4,0.0
hercules and love affair,iris,0.0,0.2,0.2,0.0,0.4,0.0,0.6,0.0
placebo,20th century boy,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.2
the chameleons,up the down escalator,0.6,0.4,0.0,0.0,0.0,0.6,0.6,0.0
sonic youth,'cross the breeze,0.8,0.0,0.0,0.0,0.0,0.2,0.8,0.0
air,radian,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
deftones,street carp,0.8,0.2,0.0,0.0,0.0,0.0,0.4,0.0
art brut,rusted guns of milan,0.2,0.0,0.0,1.0,0.0,0.0,0.2,0.4
boards of canada,smokes quantity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metallica,eye of the beholder,0.8,0.0,0.0,0.0,0.0,1.0,0.2,0.0
felix da housecat,silver screen shower scene,0.0,0.0,0.0,0.4,0.2,0.4,0.4,0.2
rilo kiley,capturing moods,0.4,0.6,0.0,0.2,0.8,0.0,0.4,0.0
hot chip,touch too much,0.2,0.4,0.2,0.2,0.8,0.0,0.2,0.0
the whitest boy alive,fireworks,0.0,0.4,0.2,0.0,0.6,0.0,0.4,0.0
black sabbath,sweet leaf,0.0,0.0,0.8,0.2,1.0,0.2,0.2,0.0
pixies,all over the world,0.0,0.0,0.2,0.2,0.0,0.0,0.8,0.0
iron maiden,be quick or be dead,1.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0
the presets,this boy's in love,0.0,0.2,0.6,0.0,1.0,0.0,0.2,0.0
the duke spirit,lassoo,0.2,0.0,0.2,0.0,0.6,0.0,0.4,0.0
aimee mann,save me,0.0,1.0,0.0,0.0,0.8,0.0,0.4,0.0
blur,tracy jacks,0.2,0.2,0.2,0.8,0.0,0.6,0.2,0.0
ramones,rock 'n' roll high school,0.4,0.0,0.8,0.4,0.2,0.4,0.0,0.0
nightwish,whoever brings the night,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.2
pink floyd,don't leave me now,0.6,0.8,0.0,0.0,0.6,0.0,0.2,0.2
abba,the winner takes it all,0.2,1.0,0.0,0.0,1.0,0.0,0.4,0.0
pink floyd,lucifer sam,0.0,0.0,0.4,0.4,0.2,0.0,0.6,0.0
guns n' roses,so fine,0.2,0.2,0.6,0.0,1.0,0.0,0.2,0.0
of montreal,lysergic bliss,0.0,0.2,0.8,0.2,0.6,0.0,0.8,0.0
tilly and the wall,fell down the stairs,0.0,0.2,0.8,0.4,0.6,0.0,0.4,0.0
led zeppelin jam,how many more times,0.4,0.4,0.0,0.0,0.8,0.0,0.2,0.2
blonde redhead,doll is mine,0.2,0.8,0.0,0.0,0.6,0.0,0.6,0.0
the dandy warhols,you were the last high,0.0,0.6,0.2,0.0,0.8,0.0,0.4,0.0
