artist_name,track_name,Minor / Major Key Tonality,Harmonic Sophistication
the fray,trust me,1.0,0.2
tenacious d,the metal,0.4,0.6
editors,escape the nest,0.0,0.2
fever ray,keep the streets empty for me,0.0,0.2
skinny puppy,pedafly,0.0,0.6
jens lekman,i'm leaving you because i don't love you,1.0,0.6
311,amber,1.0,0.2
the beatles,if i needed someone,1.0,0.6
system of a down,pictures,0.0,0.6
kasabian,butcher blues,0.0,0.2
calvin harris,merrymaking at my place,1.0,0.2
adam green,friends of mine,1.0,0.2
audioslave,somedays,0.6,0.6
nick cave & the bad seeds,today's lesson,0.8,0.6
audioslave,bring 'em back alive,0.0,0.2
linkin park,by myself,0.0,0.2
explosions in the sky,glittering blackness,0.4,0.2
massive attack,one love,0.0,0.2
bruce springsteen,the river,1.0,0.2
massive attack,everywhen,0.0,0.2
beach house,apple orchard,0.0,0.2
rammstein,du riechst so gut,0.0,0.2
air,dark messages,0.2,0.8
deftones,teenager,0.0,0.2
t. rex,jeepster,1.0,0.6
pink floyd,vera,1.0,0.2
amy winehouse,me and mr jones,1.0,0.6
belle and sebastian,it could have been a brilliant career,1.0,0.4
creedence clearwater revival,have you ever seen the rain,1.0,0.2
creedence clearwater revisited,who'll stop the rain,1.0,0.2
system of a down,stealing society,0.0,0.6
mogwai,cody,0.8,0.2
nightwish,swanheart,0.4,0.4
the darkness,get your hands off my woman,0.4,0.6
abba,chiquitita,1.0,0.6
aphex twin,4,0.6,0.8
zero 7,likufanele,0.2,0.6
mstrkrft,paris,0.0,0.2
stars,heart,0.6,0.6
yo la tengo,mr. tough,1.0,0.6
michael jackson,don't stop 'til you get enough,1.0,0.6
nirvana,love buzz,0.4,0.2
peaches,operate,0.0,0.2
disturbed,stupify,0.0,0.6
kings of convenience,summer on the westhill,0.8,0.4
kings of convenience,surprise ice,0.0,0.4
linkin park,valentine's day,0.0,0.2
arcade fire,old flame,0.6,0.6
les savy fav,what would wolves do?,0.6,0.6
pink martini,sympathique,0.0,0.6
sheryl crow,real gone,1.0,0.0
the faint,worked up so sexual,0.0,0.2
elliott smith,don't go down,0.0,0.8
elbow,leaders of the free world,0.4,0.6
the new pornographers,challengers,1.0,0.2
battles,snare hangar,0.4,0.6
new order,60 miles an hour,1.0,0.2
babyshambles,in love with a feeling,0.8,0.2
mando diao,sweet ride,1.0,0.2
bob dylan,idiot wind,1.0,0.6
kanye west,we don't care,1.0,0.4
britney spears,lonely,0.0,0.2
within temptation,all i need,0.6,0.2
rage against the machine,settle for nothing,0.0,0.2
rage against the machine,township rebellion,0.4,0.6
kate bush,the dreaming,0.4,1.0
architecture in helsinki,need to shout,1.0,0.4
the dresden dolls,mandy goes to med school,0.2,0.8
jet,move on,0.8,0.6
aphex twin,i,0.6,0.8
cat power,shaking paper,0.2,0.2
david bowie,speed of life,1.0,0.6
radiohead,lurgee,1.0,0.2
my brightest diamond,something of an end,0.4,0.8
death cab for cutie,for what reason,0.2,0.4
islands,jogging gorgeous summer,1.0,0.4
beirut,after the curtain,0.0,0.4
in flames,satellites and astronauts,0.0,0.6
patti smith,because the night,0.6,0.2
lady gaga,i like it rough,0.0,0.2
sugababes,about you now,1.0,0.2
amorphis,towards and against,0.0,0.6
deepest blue,deepest blue,0.2,0.2
amorphis,empty opening,0.0,0.6
secret machines,the leaves are gone,0.4,0.6
grandaddy,underneath the weeping willow,1.0,0.2
tegan and sara,dark come soon,0.8,0.2
björk,human behavior,0.0,0.2
marilyn manson,coma white,1.0,0.2
blur,for tomorrow,1.0,0.6
chemistry,we are one,1.0,0.4
tokyo police club,be good,0.8,0.2
foo fighters,breakout,1.0,0.6
queen,friends will be friends,1.0,0.4
tegan and sara,floorplan,1.0,0.2
the new pornographers,the electric version,1.0,0.6
band of horses,window blues,0.8,0.6
brand new,guernica,0.4,0.6
the kooks,got no love,0.4,0.2
the beach boys,you still believe in me,1.0,0.8
klaxons,gravity's rainbow (van she remix),0.4,0.2
wilco,misunderstood,0.6,0.6
him,pretending,0.0,0.4
norah jones,shoot the moon,1.0,0.6
mando diao,paralyzed,0.0,0.2
aphex twin,tha,0.4,0.2
the album leaf,on your way,0.8,0.2
shiny toy guns,when they came for us,0.0,0.4
the organ,brother,0.0,0.2
elliott smith,can't make a sound,0.6,0.8
incubus,the warmth,0.6,0.6
children of bodom,angels don't kill,0.0,0.6
t.i.,live your life (feat. rihanna),0.6,0.2
ladytron,mu-tron,0.0,0.2
architecture in helsinki,underwater,0.8,0.4
the white stripes,white moon,0.6,0.6
david bowie,kooks,1.0,0.4
sentenced,cross my heart and hope to die,0.0,0.2
goldfrapp,caravan girl,1.0,0.2
disturbed,sons of plunder,0.0,0.2
frou frou,the dumbing down of love,0.0,0.8
the feeling,love it when you call,1.0,0.4
amy winehouse,take the box,0.0,0.6
misfits,angelfuck,,
staind,it's been awhile,0.6,0.2
the 69 eyes,gothic girl,0.0,0.2
system of a down,attack,0.0,0.8
p!nk,family portrait,0.4,0.2
kings of convenience,the girl from back then,0.4,0.4
radiohead,the gloaming. (softly open our mouths in the cold.),0.4,0.8
pj harvey,shame,0.6,0.6
goose,british mode,0.4,0.2
pj harvey,kamikaze,0.0,0.2
david bowie,time,0.6,1.0
maxïmo park,now i'm all over the shop,0.6,0.6
art of noise,close (to the edit),0.4,0.6
björk,cover me,0.4,0.8
funeral for a friend,history,0.6,0.2
tom petty and the heartbreakers,mary jane's last dance,0.4,0.6
akira yamaoka,theme of laura (reprise),0.0,0.2
frou frou,flicks,0.0,0.6
bauhaus,in the flat field,0.0,0.6
rob zombie,living dead girl,0.0,0.6
jens lekman,shirin,1.0,0.4
manic street preachers,you stole the sun from my heart,1.0,0.2
the chemical brothers,the test,0.0,0.2
nouvelle vague,heart of glass,0.6,0.6
rachael yamagata,be be your love,1.0,0.4
the academy is...,black mamba,1.0,0.2
the smashing pumpkins,tonight tonight,1.0,0.2
the fratellis,cuntry boys & city girls,1.0,0.4
kiss,deuce,0.8,0.6
the cranberries,just my imagination,1.0,0.2
the cranberries,everything i said,0.4,0.2
bright eyes,middleman,0.0,0.6
emily haines & the soft skeleton,nothing & nowhere,0.0,0.6
the cure,primary,0.6,0.2
air,lucky and unhappy,0.4,0.8
afi,miseria cantare: the beginning,0.0,0.2
basement jaxx,take me back to your house,1.0,0.2
fever ray,dry and dusty,0.0,0.2
metallica,my friend of misery,0.0,0.4
röyksopp,röyksopp forever,0.2,0.8
eddie vedder,setting forth,1.0,0.0
kiss,shout it out loud,1.0,0.0
queens of the stone age,you would know,0.0,0.6
andrew bird,plasticities,0.6,0.8
faith no more,evidence,0.0,0.8
iron maiden,for the greater good of god,0.4,0.6
judas priest,metal gods,0.0,0.6
ac/dc,have a drink on me,0.8,0.0
the verve,catching the butterfly,0.4,0.6
the chemical brothers,chemical beats,0.4,0.2
scissor sisters,lovers in the backseat,1.0,0.4
final fantasy,the chronicles of sarnia,0.6,0.8
nick drake,harvest breed,0.8,0.6
animal collective,no more runnin,0.8,0.2
bright eyes,classic cars,1.0,0.6
outkast,ms. jackson,0.4,0.6
radiohead,creep (acoustic),1.0,0.6
the strokes,red light,1.0,0.6
apparat,fractales part 1,0.4,0.8
kings of leon,genius,0.6,0.2
babyshambles,albion,1.0,0.2
the white stripes,a martyr for my love for you,0.2,0.4
marillion,kayleigh,0.6,0.2
porcupine tree,how is your life today?,0.8,0.8
christian death,romeo's distress,0.0,0.2
editors,when anger shows,0.0,0.2
abba,fernando,1.0,0.4
green day,welcome to paradise,1.0,0.2
rilo kiley,my slumbering heart,1.0,0.2
rilo kiley,ripchord,1.0,0.2
razorlight,stumble and fall,1.0,0.2
fiona apple,tymps (the sick in the head song),0.2,0.6
morcheeba,otherwise,0.0,0.6
the used,take it away,0.0,0.6
sun kil moon,carry me ohio,0.6,0.2
dimmu borgir,the serpentine offering,0.0,0.8
u2,miracle drug,1.0,0.2
ted leo and the pharmacists,me and mia,1.0,0.2
alanis morissette,crazy,0.0,0.2
weezer,photograph,1.0,0.2
iron & wine,promise what you will,0.6,0.4
the magic numbers,which way to happy,0.8,0.4
the cranberries,salvation,0.6,0.2
pink floyd,interstellar overdrive,0.6,1.0
kaiser chiefs,i can do it without you,1.0,0.2
placebo,i do,0.0,0.6
broken social scene,feel good lost,0.6,0.2
wham!,last christmas,0.8,0.2
fischerspooner,all we are,0.0,0.2
lamb,angelica,0.0,0.6
fugees,ready or not,0.0,0.2
the specials,a message to you rudy,1.0,0.0
pink floyd,shine on you crazy diamond (parts i-v),0.2,0.2
explosions in the sky,yasmin the light,1.0,0.2
explosions in the sky,catastrophe and the cure,0.6,0.6
télépopmusik,love can damage your health,0.0,0.6
primal scream,loaded,1.0,0.0
covenant,bullet,0.0,0.2
the strokes,alone together,1.0,0.2
the duke spirit,send a little love token,0.0,0.2
cat power,ramblin' (wo)man,0.0,0.2
berlin,take my breath away,0.2,0.4
cut copy,bright neon payphone,1.0,0.4
wilco,hell is chrome,1.0,0.6
nightwish,ever dream,0.4,0.6
the smashing pumpkins,soma,0.8,0.6
iron maiden,phantom of the opera,0.0,0.8
joanna newsom,en gallop,0.4,0.6
joanna newsom,swansea,0.2,0.6
ratatat,flynn,0.0,0.6
mastodon,circle of cysquatch,0.0,0.8
misfits,she,0.6,0.6
pulp,do you remember the first time?,1.0,0.4
evanescence,lose control,0.0,0.8
moby,go,0.0,0.2
cartel,runaway,1.0,0.2
les savy fav,patty lee,0.6,0.6
him,under the rose,0.0,0.4
of montreal,forecast fascist future,1.0,0.6
ellen allien & apparat,do not break,0.0,0.2
u2 and green day,the saints are coming,0.6,0.6
chicane,no ordinary morning,0.0,0.2
architecture in helsinki,the cemetery,0.6,0.4
three days grace,riot,0.0,0.2
rufus wainwright,beautiful child,0.8,0.8
daft punk,emotion,0.0,0.2
beastie boys,so what'cha want,0.0,0.0
david bowie,star,1.0,0.4
norah jones,lonestar,1.0,0.2
counting crows,round here,0.4,0.2
at the drive-in,pattern against user,0.4,0.8
audioslave,one and the same,0.6,0.2
disturbed,voices,0.0,0.6
guns n' roses,anything goes,0.6,0.6
the smiths,stretch out and wait,0.8,0.6
audioslave,your time has come,0.6,0.6
explosions in the sky,look into the air,0.8,0.2
iamx,song of imaginary beings,0.0,0.6
queens of the stone age,another love song,1.0,0.6
david gray,please forgive me,1.0,0.2
keane,snowed under,1.0,0.2
the darkness,love is only a feeling,1.0,0.4
sentenced,you are the one,0.0,0.4
jack's mannequin,i'm ready,1.0,0.4
andrew bird,measuring cups,1.0,0.6
mandalay,beautiful (7 canny mix),0.0,0.2
deftones,bored,0.0,0.6
keane,better than this,1.0,0.4
fiona apple,to your love,0.0,0.8
razorlight,vice,0.0,0.2
black kids,love me already,1.0,0.2
kasabian,by my side,0.6,0.4
kasabian,british legion,0.0,0.2
the dandy warhols,horse pills,0.8,0.0
the dandy warhols,solid,0.0,0.2
soilwork,exile,0.0,0.6
natalie imbruglia,that day,1.0,0.2
the doors,love street,1.0,0.4
kings of convenience,little kids,0.4,0.2
sonic youth,drunken butterfly,0.4,0.8
queens of the stone age,quick and to the pointless,0.4,0.2
gloria gaynor,i will survive,0.0,0.4
gnarls barkley,feng shui,0.0,0.2
animal collective,chores,0.6,0.6
judas priest,you've got another thing comin',0.0,0.2
sleater-kinney,wilderness,0.2,0.6
the decemberists,california one/youth and beauty brigade,1.0,0.6
mystery jets,you can't fool me dennis,0.8,0.4
the jam,that's entertainment,1.0,0.2
linkin park,hands held high,0.0,0.2
massive attack,a prayer for england,0.0,0.6
thievery corporation,omid (hope),0.0,0.6
cold war kids,saint john,0.0,0.2
m83,safe,0.8,0.2
bright eyes,hit the switch,0.2,0.4
the pipettes,tell me what you want,1.0,0.2
the cinematic orchestra,prelude,0.4,0.8
fever ray,i'm not done,0.0,0.2
soilwork,sworn to a great divide,0.6,0.6
tapes 'n tapes,the iliad,0.0,0.2
植松伸夫,battle in the forgotten city,0.2,0.8
broadcast,corporeal,0.4,0.6
slowdive,machine gun,0.6,0.2
3 doors down,when i'm gone,0.4,0.2
kanye west,say you will,0.0,0.2
!!!,pardon my freedom,0.2,0.0
in flames,egonomic,0.0,0.6
in flames,vacuum,0.0,0.6
in flames,dead end,0.0,0.6
four tet,smile around the face,1.0,0.2
röyksopp,vision one,0.0,0.6
!!!,dear can,0.4,0.2
autolux,subzero fun,0.4,0.6
dido,i'm no angel,0.0,0.2
שירי מימון,ahava ktana,0.6,0.6
pulp,this is hardcore,0.0,0.8
guster,satellite,1.0,0.2
pj harvey,no child of mine,0.0,0.2
goldfrapp,hairy trees,0.0,0.2
lykke li,hanging high,0.0,0.2
lykke li,this trumpet in my head,0.0,0.2
yeasayer,2080,0.4,0.6
pixies,the holiday song,0.6,0.6
télépopmusik,don't look back,0.4,0.4
dustin o'halloran,opus 23,0.0,0.2
taking back sunday,spin,0.0,0.2
ramones,gimme gimme shock treatment,1.0,0.0
red hot chili peppers,emit remmus,0.4,0.2
the verve,sit and wonder,0.0,0.2
yeah yeah yeahs,little shadow,0.8,0.2
no doubt,excuse me mr.,1.0,0.2
the academy is...,slow down,1.0,0.2
paolo nutini,rewind,0.8,0.2
deep dish,say hello,0.0,0.2
dj shadow,walkie talkie,0.0,0.2
auf der maur,real a lie,0.0,0.2
mew,snow brigade,0.0,0.6
massive attack,sly,0.0,0.6
neil young,after the gold rush,1.0,0.2
staind,epiphany,0.2,0.2
babyshambles,side of the road,1.0,0.6
blur,badhead,0.8,0.6
after forever,monolith of doubt,0.0,0.6
amy macdonald,footballer's wife,0.6,0.2
ellen allien & apparat,floating points,0.4,0.2
mando diao,you don't understand me,0.8,0.4
rufus wainwright,go or go ahead,0.6,0.8
snow patrol,ways & means,1.0,0.2
the beatles,i want to tell you,1.0,0.8
mylo,zenophile,0.6,0.2
this will destroy you,quiet,0.4,0.6
massive attack,danny the dog,0.0,0.6
embrace,gravity,1.0,0.2
groove armada,superstylin',0.0,0.2
nine inch nails,the only time,0.0,0.6
blackfield,blackfield,0.0,0.4
zero 7,over our heads,0.4,0.6
rilo kiley,a better son/daughter,0.6,0.2
thursday,understanding in a car crash,0.2,0.6
blonde redhead,anticipation,0.4,0.6
funeral for a friend,drive,0.2,0.2
lamb,what sound,0.0,0.6
bloc party,the answer,0.0,0.2
pearl jam,gone,0.4,0.2
clan of xymox,stranger,0.0,0.2
architecture in helsinki,it's almost a trap,0.6,0.6
joy division,ceremony,0.8,0.6
the beatles,your mother should know,1.0,0.6
noah and the whale,5 years time,1.0,0.2
pink floyd,a great day for freedom,0.6,0.6
buzzcocks,promises,0.8,0.6
rage against the machine,revolver,0.0,0.2
oasis,the meaning of soul,0.8,0.6
slipknot,circle,0.0,0.2
black sabbath,supernaut,0.4,0.6
the zutons,pressure point,0.4,0.6
the black angels,bloodhounds on my trail,0.0,0.2
explosions in the sky,snow and lights,0.6,0.6
the cure,a strange day,0.0,0.2
disturbed,ten thousand fists,0.0,0.2
the flaming lips,free radicals,0.0,0.2
girl talk,bounce that,0.6,0.6
grandaddy,miner at the dial-a-view,0.6,0.6
wolfmother,love train,0.6,0.6
soilwork,light discovering darkness,0.0,0.6
the doors,when the music's over,0.2,0.6
yann tiersen,comptine d'un autre été: l'après midi,0.0,0.2
u2,a man and a woman,1.0,0.4
pink floyd,fat old sun,1.0,0.2
sébastien tellier,fantino,0.0,0.2
the chemical brothers,out of control,0.0,0.2
nick drake,saturday sun,0.6,0.8
nick drake,way to blue,0.0,0.8
m.i.a.,fire fire,0.0,0.2
the beatles,run for your life,1.0,0.4
yo la tengo,you can have it all,1.0,0.2
nine inch nails,help me i am in hell,0.4,0.8
porcupine tree,piano lessons,1.0,0.6
the police,so lonely,1.0,0.2
the dresden dolls,delilah,0.2,0.8
david bowie,warszawa,0.4,0.6
green day,give me novacaine,1.0,0.2
mirah,recommendation,0.6,0.2
paradise lost,the enemy,0.0,0.6
a perfect circle,peace love and understanding,0.0,0.2
sigur rós,sorglega,0.4,0.6
fiona apple,a mistake,0.4,0.8
tori amos,tear in your hand,0.6,0.6
björk,vökuró,0.0,0.8
animal collective,kids on holiday,0.6,0.6
nick drake,poor boy,1.0,0.6
oasis,all around the world,1.0,0.6
the who,bargain,1.0,0.6
scissor sisters,it can't come quickly enough,0.4,0.8
doves,snowden,0.4,0.2
hot chip,we're looking for a lot of love,1.0,0.2
hot chip,so glad to see you,1.0,0.4
the velvet underground,some kinda love,1.0,0.0
timbaland,apologize,0.4,0.2
dire straits,private investigations,0.0,0.4
cocorosie,brazilian sun,1.0,0.2
shout out louds,please please please,1.0,0.2
britney spears,everybody,0.0,0.2
the smashing pumpkins,quiet,0.4,0.6
gustavo cerati,lago en el cielo,1.0,0.6
alice in chains,dam that river,0.0,0.2
the knife,neon,0.0,0.2
backyard babies,earn the crown,0.6,0.6
blink-182,always,1.0,0.2
echo & the bunnymen,rescue,0.4,0.6
rage against the machine,born as ghosts,0.0,0.2
the all-american rejects,can't take it,0.0,0.6
ratatat,germany to germany,0.0,0.6
arctic monkeys,scummy,0.6,0.2
tv on the radio,blues from down here,0.0,0.8
tv on the radio,dlz,0.0,0.2
cocteau twins,lorelei,0.6,0.6
plain white t's,hate (i really don't like you),1.0,0.2
jack johnson,tomorrow morning,1.0,0.2
santogold,shove it,0.0,0.2
santogold,i'm a lady,1.0,0.2
rush,subdivisions,0.4,0.6
iio,rapture,0.0,0.2
neutral milk hotel,untitled,1.0,0.2
the knife,bird,0.0,0.2
brian eno,deep blue day,1.0,0.6
the beatles,being for the benefit of mr. kite!,0.4,0.8
franz ferdinand,katherine kiss me,1.0,0.2
evanescence,like you,0.0,0.6
the unicorns,i don't wanna die,0.6,0.6
pj harvey,yuri-g,0.0,0.6
fall out boy,of all the gin joints in all the world,1.0,0.2
mastodon,capillarian crest,0.4,0.8
death cab for cutie,why you'd want to live here,0.2,0.6
the dresden dolls,first orgasm,0.0,0.6
jens lekman,black cab,1.0,0.2
emilie autumn,misery loves company,0.0,0.4
sondre lerche,two way monologue,1.0,0.6
wilco,reservations,0.8,0.4
yo la tengo,from a motel 6,0.0,0.2
andreas johnson,glorious,1.0,0.2
graham coxon,freakin' out,1.0,0.0
nightwish,passion and the opera,0.0,0.8
system of a down,roulette,0.0,0.4
depeche mode,little 15,0.0,0.8
shiny toy guns,stripped,0.0,0.2
nelly furtado,showtime,0.0,0.2
backyard babies,a song for the outcast,0.4,0.6
neil young,southern man,0.0,0.2
the white stripes,little bird,0.6,0.6
kimya dawson,so nice so smart,1.0,0.2
king crimson,i talk to the wind,1.0,0.2
kevin shields,are you awake?,0.6,0.6
enya,a day without rain,1.0,0.2
the doors,you're lost little girl,0.2,0.6
the beatles,i me mine,0.6,0.6
rise against,swing life away,1.0,0.2
the hold steady,stuck between stations,1.0,0.2
r.e.m.,so. central rain,1.0,0.2
emily haines & the soft skeleton,the last page,0.0,0.2
katatonia,complicity,0.0,0.6
jens lekman,if i could cry (it would feel like this),1.0,0.6
stars,soft revolution,0.6,0.6
pantera,becoming,0.0,0.8
kings of leon,arizona,0.4,0.2
van halen,why can't this be love,1.0,0.6
britney spears,the hook up,0.0,0.2
jack johnson,inaudible melodies,1.0,0.6
thievery corporation,facing east,0.0,0.2
empire of the sun,we are the people,0.6,0.2
a perfect circle,renholdër,0.6,0.8
ministry,stigmata,0.0,0.6
jack johnson,belle,1.0,0.4
the rifles,local boy,1.0,0.2
the duke spirit,into the fold,0.0,0.6
sonic youth,candle,0.6,0.6
the smiths,paint a vulgar picture,1.0,0.4
she & him,why do you let me stay here?,1.0,0.2
goldfrapp,deep honey,0.0,0.2
him,solitary man,0.0,0.2
him,join me in death,0.0,0.2
bright eyes,make a plan to love me,1.0,0.6
belle and sebastian,i could be dreaming,1.0,0.2
blind guardian,mirror mirror,0.0,0.4
ladytron,the way that i found you,0.0,0.2
the smashing pumpkins,cupid de locke,1.0,0.4
tom petty and the heartbreakers,american girl,1.0,0.2
children of bodom,towards dead end,0.0,0.8
art brut,fight!,1.0,0.0
elliott smith,i better be quiet now,0.8,0.2
placebo,peeping tom,0.0,0.2
ray lamontagne,empty,0.0,0.2
creedence clearwater revisited,lookin' out my back door,1.0,0.0
the smiths,unloveable,1.0,0.6
saosin,voices,0.0,0.2
saosin,bury your head,0.0,0.6
the beatles,boys,1.0,0.0
the magic numbers,the mule,1.0,0.2
serj tankian,saving us,0.0,0.6
serj tankian,the unthinking majority,0.0,0.6
kt tunstall,false alarm,0.6,0.2
garbage,breaking up the girl,1.0,0.2
garbage,metal heart,0.0,0.6
robbie williams,the road to mandalay,0.4,0.6
animal collective,daffy duck,0.6,0.6
paradise lost,say just words,0.0,0.2
iamx,bring me back a dog,0.0,0.6
st. germain,sure thing,0.4,0.6
doves,the man who told everything,0.0,0.4
sentenced,killing me killing you,0.0,0.2
the beach boys,barbara ann,1.0,0.2
creedence clearwater revisited,green river,1.0,0.6
rilo kiley,paint's peeling,0.6,0.6
the sisters of mercy,no time to cry,0.0,0.2
hellogoodbye,all of your love,1.0,0.4
sigur rós,samskeyti,1.0,0.2
slipknot,people = shit,0.4,0.8
the white stripes,the same boy you've always known,0.8,0.6
poisonblack,love infernal,0.0,0.4
regina spektor,consequence of sounds,0.4,0.4
the black eyed peas,where is the love,0.2,0.2
we are scientists,chick lit,1.0,0.2
beck,derelict,0.0,0.6
the pussycat dolls,i don't need a man,0.0,0.2
entwine,bitter sweet,0.0,0.2
tokyo police club,shoulders & arms,0.0,0.2
dido,isobel,0.0,0.2
black rebel motorcycle club,grind my bones,0.0,0.6
daft punk,phoenix,1.0,0.2
maroon 5,nothing lasts forever,0.0,0.2
the white stripes,red rain,0.4,0.6
boards of canada,seeya later,0.6,0.6
andrew w.k.,party hard,1.0,0.2
evanescence,lacrymosa,0.0,0.8
ratatat,shiller,0.0,0.6
death cab for cutie,company calls,0.0,0.6
moby,down slow,0.0,0.2
the album leaf,the outer banks,0.4,0.2
kasabian,sun rise light flies,0.4,0.6
opeth,to rid the disease,0.2,0.8
the white stripes,hypnotize,0.8,0.6
jarvis cocker,don't let him waste your time,1.0,0.2
al green,love and happiness,1.0,0.6
lcd soundsystem,great release,1.0,0.2
marilyn manson,man that you fear,0.0,0.2
cake,frank sinatra,0.0,0.4
alice in chains,angry chair,0.0,0.6
patrick wolf,jacob's ladder,0.6,0.6
beirut,the flying club cup,0.8,0.6
broken social scene,passport radio,0.6,0.4
sum 41,in too deep,1.0,0.2
in flames,...as the future repeats today,0.0,0.6
billy idol,dancing with myself,1.0,0.0
lostprophets,rooftops (a liberation broadcast),1.0,0.2
foo fighters,summer's end,0.8,0.6
basement jaxx,good luck,0.0,0.2
devendra banhart,lazy butterfly,1.0,0.4
sepultura,roots bloody roots,0.4,0.0
ben folds,still fighting it,1.0,0.6
porcupine tree,the creator has a mastertape,0.0,0.8
killswitch engage,the arms of sorrow,0.0,0.2
u2,crumbs from your table,1.0,0.2
röyksopp,tristesse globale,0.0,0.6
my chemical romance,thank you for the venom,0.0,0.2
the rakes,the guilt,0.4,0.6
pj harvey,the letter,0.0,0.2
air,dirty trip,0.0,0.6
sia,numb,0.0,0.2
explosions in the sky,time stops,0.6,0.2
aphex twin,goon gumpas,1.0,0.2
maxïmo park,the unshockable,1.0,0.6
fleetwood mac,the chain,0.0,0.2
maroon 5,sweetest goodbye,0.6,0.4
mogwai,stanley kubrick,0.4,0.6
badly drawn boy,something to talk about,1.0,0.4
the beatles,flying,0.6,0.0
afi,...but home is nowhere,0.0,0.6
sufjan stevens,abraham,0.4,0.6
variety lab,london in the rain,0.6,0.4
!!!,bend over beethoven,0.6,0.6
sugababes,round round,0.2,0.8
the jesus and mary chain,taste of cindy,0.8,0.0
black rebel motorcycle club,the likes of you,0.0,0.2
lily allen,fuck you,1.0,0.4
m83,in church,0.8,0.2
pavement,elevate me later,0.8,0.6
rufus wainwright,vicious world,0.0,0.8
the cure,accuracy,0.0,0.2
kent,max 500,0.6,0.2
pearl jam,off he goes,0.8,0.2
led zeppelin,achilles last stand,0.4,0.8
razorlight,to the sea,0.8,0.2
zz top,thug,0.6,0.6
ludwig van beethoven,symphony no. 2 - scherzo,1.0,0.6
rage against the machine,mic check,0.0,0.2
nightwish,cadence of her last breath,0.0,0.6
the 69 eyes,perfect skin,0.0,0.2
metallica,phantom lord,0.0,0.4
the smashing pumpkins,bodies,0.0,0.8
travis,selfish jean,1.0,0.2
nick cave & the bad seeds,nobody's baby now,0.0,0.6
jamie lidell,multiply,1.0,0.6
death in vegas,dirge,0.0,0.2
phoenix,napoleon says,1.0,0.2
this will destroy you,the world is our ___,1.0,0.2
m.i.a.,banana skit,0.4,0.2
kraftwerk,autobahn,1.0,0.0
final fantasy,this lamb sells condos,0.6,1.0
the cranberries,promises,0.4,0.2
john mayer,belief,1.0,0.2
aphex twin,jynweythek ylow,0.6,0.6
angels & airwaves,do it for me now,1.0,0.2
sonic syndicate,aftermath,0.0,0.6
tom vek,c-c (you set the fire in me),0.0,0.2
clap your hands say yeah,satan said dance,0.0,0.2
roxette,listen to your heart,1.0,0.4
the feeling,never be lonely,1.0,0.6
kylie minogue,chocolate,0.0,0.6
the smashing pumpkins,here is no why,0.8,0.6
jamiroquai,dynamite,0.0,0.6
madonna,heartbeat,1.0,0.2
rogue wave,publish my love,1.0,0.6
the verve,this is music,0.4,0.6
the smiths,suffer little children,0.0,0.2
amy macdonald,barrowland ballroom,1.0,0.2
the rolling stones,tumbling dice,0.8,0.6
cat power,moonshiner,0.0,0.2
cat power,red apples,0.0,0.2
the decemberists,billy liar,1.0,0.2
belle and sebastian,you're just a baby,1.0,0.4
travis,the beautiful occupation,0.4,0.4
asobi seksu,new years,0.8,0.6
tori amos,teenage hustling,0.0,0.6
the whitest boy alive,golden cage,0.4,0.2
iron & wine,upward over the mountain,1.0,0.2
the stone roses,love spreads,0.6,0.6
the futureheads,stupid and shallow,1.0,0.0
blink-182,first date,1.0,0.2
clint mansell,summer: hope overture,0.0,0.2
depeche mode,spacewalker,0.8,0.4
belle and sebastian,stay loose,0.6,0.6
tori amos,mr. zebra,0.4,0.8
david bowie,boys keep swinging,1.0,0.8
black label society,fire it up,0.0,0.6
pink floyd,dogs,0.4,0.8
peter bjorn and john,start to melt,0.6,0.2
r.e.m.,man-sized wreath,0.8,0.6
tori amos,happy phantom,1.0,0.4
junior boys,the equalizer,0.0,0.4
ac/dc,t.n.t.,1.0,0.6
john mayer,the heart of life,1.0,0.2
weezer,knock-down drag-out,1.0,0.2
red hot chili peppers,throw away your television,0.0,0.2
pet shop boys,it's a sin,0.0,0.4
dredg,not that simple,0.6,0.6
the raconteurs,many shades of black,0.0,0.2
amon tobin,four ton mantis,0.0,0.8
echo & the bunnymen,seven seas,0.0,0.4
rage against the machine,fistful of steel,0.0,0.2
the knife,hangin' out,0.0,0.2
the notorious b.i.g.,juicy,1.0,0.2
tokyo police club,tessellate,1.0,0.2
iron maiden,out of the shadows,0.6,0.4
cut copy,the twilight,0.2,0.2
neutral milk hotel,a baby for pree,1.0,0.2
the decemberists,the chimbley sweep,0.0,0.4
britney spears,i love rock 'n' roll,0.6,0.0
the sisters of mercy,walk away,0.0,0.2
the sisters of mercy,this corrosion,0.0,0.2
justice,d.a.n.c.e. (mstrkrft remix),1.0,0.2
nirvana,radio friendly unit shifter,0.4,0.8
depeche mode,introspectre,0.4,0.6
yann tiersen,la valse d'amelie,0.0,0.2
beck,the golden age,1.0,0.2
the cure,subway song,0.0,0.2
rammstein,dalai lama,0.0,0.2
air,the word 'hurricane',0.2,0.6
the futureheads,man ray,0.8,0.6
wilco,spiders (kidsmoke),0.6,0.6
the kooks,stormy weather,1.0,0.2
within temptation,hand of sorrow,0.0,0.6
bob dylan,visions of johanna,1.0,0.6
norah jones,cold cold heart,1.0,0.4
james blunt,out of my mind,1.0,0.2
