artist_name,track_name,Live Recording,Audio Production,Aural Intensity,Acoustic Sonority,Electric Sonority,Synthetic Sonority
inxs,devil inside,0.0,1.0,0.8,0.2,1.0,0.4
chromeo,bonafied lovin' (tough guys),0.0,1.0,0.6,0.0,0.4,1.0
the clash,the card cheat,0.0,1.0,0.8,0.6,0.8,0.0
red hot chili peppers,fortune faded,0.0,1.0,0.8,0.0,1.0,0.0
anathema,a natural disaster,0.0,0.8,0.4,0.2,0.8,0.4
santogold,l.e.s artistes,0.0,1.0,0.6,0.2,0.8,0.4
sufjan stevens,dear mr. supercomputer,0.0,0.8,0.8,0.8,0.4,0.2
sufjan stevens,chicago (acoustic version),0.0,0.8,0.4,1.0,0.0,0.0
machinae supremacy,attack music,0.0,0.8,1.0,0.0,1.0,0.8
charlotte gainsbourg,af607105,0.0,1.0,0.4,0.4,0.6,0.8
nouvelle vague,marian,0.0,1.0,0.2,1.0,0.2,0.2
digitalism,departure from cairo,0.0,1.0,0.8,0.0,0.2,1.0
rammstein,los,0.0,1.0,0.6,0.6,0.6,0.2
maroon 5,the sun,0.0,1.0,0.6,0.2,1.0,0.2
sneaker pimps,low place like home,0.0,1.0,0.4,0.2,0.6,1.0
alice in chains,heaven beside you,0.0,1.0,0.6,0.6,0.8,0.0
daughtry,it's not over,0.0,1.0,0.8,0.4,0.8,0.0
cocorosie,tekno love song,0.0,0.4,0.2,0.6,0.2,0.6
death cab for cutie,little fury bugs,0.0,0.6,0.4,0.2,0.8,0.0
the bravery,believe,0.0,1.0,0.8,0.2,0.8,0.6
the zutons,you will you won't,0.0,0.8,0.8,0.4,0.8,0.0
cocorosie,south 2nd,0.0,0.4,0.2,0.8,0.2,0.2
third eye blind,how's it going to be,0.0,1.0,0.6,0.4,0.8,0.0
mew,behind the drapes,0.0,0.6,0.4,0.2,0.8,0.2
esthero,wikked lil' grrrls,0.0,1.0,0.8,0.8,0.4,0.4
m.i.a.,sunshowers,0.0,0.8,0.6,0.2,0.2,1.0
cat power,naked if i want to,0.0,0.4,0.2,1.0,0.0,0.0
apocalyptica,the unforgiven,0.0,0.8,0.6,0.8,0.2,0.0
fall out boy,i've got a dark alley and a bad idea that says you should shut your mouth (summer song),0.0,1.0,0.4,0.2,0.8,0.0
boards of canada,triangles & rhombuses,0.0,0.8,0.4,0.0,0.2,1.0
texas,summer son,0.0,1.0,0.6,0.2,0.8,0.6
love is all,busy doing nothing,0.0,0.6,0.8,0.4,0.8,0.0
modest mouse,teeth like god's shoeshine,0.0,0.6,0.8,0.2,1.0,0.0
in flames,dawn of a new day,0.0,0.8,0.8,0.2,1.0,0.4
gang of four,return the gift,0.0,0.6,0.8,0.2,1.0,0.0
the subways,mary,0.0,0.8,0.8,0.2,1.0,0.0
modest mouse,lounge (closing time),0.0,0.6,0.8,0.2,1.0,0.0
system of a down,highway song,0.0,0.8,1.0,0.0,1.0,0.0
broken social scene,prison province,0.0,0.8,0.6,0.4,0.8,0.2
beulah,popular mechanics for lovers,0.0,0.8,0.4,0.6,0.6,0.0
blur,chinese bombs,0.0,0.8,0.8,0.0,1.0,0.0
velvet revolver,get out the door,0.0,1.0,0.8,0.0,1.0,0.0
alien ant farm,movies,0.0,1.0,0.8,0.0,1.0,0.0
the gathering,rescue me,0.0,1.0,0.6,0.2,0.8,0.6
jon brion,phone call,0.0,1.0,0.2,0.8,0.2,0.2
lcd soundsystem,thrills,0.0,0.8,0.8,0.2,0.8,0.8
howling bells,low happening,0.0,0.8,0.8,0.2,1.0,0.0
soilwork,light the torch,0.0,1.0,1.0,0.0,1.0,0.4
james blunt,cry,0.0,1.0,0.4,0.8,0.4,0.2
eddie vedder,the wolf,0.0,1.0,0.6,0.8,0.2,0.0
the radio dept.,why won't you talk about it?,0.0,0.6,0.6,0.0,0.8,0.6
gogol bordello,avenue b,0.0,0.6,0.6,0.8,0.4,0.0
the velvet underground,white light/white heat,0.0,0.4,0.8,0.2,1.0,0.0
queen,breakthru,0.0,1.0,0.8,0.2,0.8,0.4
röyksopp,miss it so much,0.0,1.0,0.4,0.4,0.2,0.8
frank sinatra,i've got you under my skin,0.0,1.0,0.6,1.0,0.2,0.0
tears for fears,pale shelter,0.0,1.0,0.6,0.0,0.6,0.8
sneaker pimps,post-modern sleaze,0.0,1.0,0.6,0.2,0.8,0.8
sufjan stevens,saul bellow,0.0,1.0,0.4,0.8,0.2,0.0
mstrkrft,street justice,0.0,1.0,0.8,0.0,0.4,1.0
jens lekman,pocketful of money,0.0,0.8,0.4,0.6,0.4,0.2
chemistry,grind for me,0.0,0.8,0.6,0.2,0.4,0.8
in flames,pacing death's trail,0.0,1.0,1.0,0.0,1.0,0.4
aesop rock,no regrets,0.0,0.8,0.6,0.0,0.2,0.8
david bowie,beauty and the beast,0.0,1.0,0.8,0.2,0.8,0.6
sufjan stevens,a good man is hard to find,0.0,0.8,0.4,1.0,0.2,0.0
funeral for a friend,all the rage,0.0,0.8,0.8,0.0,1.0,0.0
animal collective,winters love,0.0,0.6,0.4,1.0,0.0,0.0
christian death,spiritual cramp,0.0,0.4,0.6,0.2,1.0,0.0
mylo,destroy rock & roll,0.0,1.0,0.8,0.0,0.2,1.0
adam green,the prince's bed,0.0,0.8,0.4,0.8,0.4,0.0
dead kennedys,forward to death,0.0,0.4,1.0,0.2,1.0,0.0
garbage,cherry lips,0.0,1.0,0.8,0.2,0.6,0.8
marilyn manson & the spooky kids,lunchbox,0.0,0.6,0.8,0.0,1.0,0.4
friendly fires,jump in the pool,0.0,1.0,0.8,0.4,0.8,0.6
mindless self indulgence,tom sawyer,0.0,0.8,1.0,0.0,0.8,1.0
opeth,blackwater park,0.0,1.0,1.0,0.4,1.0,0.2
bonobo,kota,0.0,0.8,0.4,0.6,0.4,0.6
anna nalick,catalyst,0.0,1.0,0.6,0.4,0.8,0.2
roxy music,angel eyes,0.0,1.0,0.6,0.2,0.8,0.8
tool,ænima,0.0,1.0,1.0,0.0,1.0,0.0
architecture in helsinki,like it or not,0.0,0.8,0.6,0.4,0.8,0.4
queen,keep yourself alive,0.0,0.8,0.8,0.2,1.0,0.0
the cure,the end of the world,0.0,0.8,0.6,0.2,1.0,0.2
queen,i'm going slightly mad,0.0,1.0,0.4,0.2,0.6,0.6
goldfrapp,time out from the world,0.0,1.0,0.4,0.6,0.2,0.8
aphex twin,kladfvgbung micshk,0.0,0.6,0.6,0.0,0.2,1.0
bush,machinehead,0.0,1.0,0.8,0.0,1.0,0.0
this will destroy you,i believe in your victory,0.0,0.8,0.8,0.2,1.0,0.2
david bowie,breaking glass,0.0,0.8,0.6,0.2,0.8,0.6
moby,sunday (the day before my birthday),0.0,1.0,0.6,0.0,0.4,1.0
pj harvey,oh my lover,0.0,0.6,0.4,0.4,0.8,0.0
the subways,with you,0.0,0.8,0.8,0.0,1.0,0.0
zeigeist,fight with shattered mirrors,0.0,0.8,0.8,0.0,0.2,1.0
asobi seksu,i'm happy but you don't like me,0.0,0.6,0.8,0.2,1.0,0.4
red hot chili peppers,don't forget me,0.0,1.0,0.6,0.0,1.0,0.0
hot chip,playboy,0.0,0.6,0.4,0.0,0.4,0.8
joy division,ice age,0.0,0.6,0.8,0.0,1.0,0.0
something corporate,punk rock princess,0.0,1.0,0.8,0.4,0.8,0.0
kleerup,until we bleed (feat. lykke li),0.0,1.0,0.4,0.4,0.2,0.8
nouvelle vague,o pamela,0.0,1.0,0.4,0.8,0.2,0.0
children of bodom,mask of sanity,0.0,0.8,1.0,0.0,1.0,0.4
aesop rock,battery,0.0,0.8,0.8,0.0,0.4,0.8
children of bodom,needled 24/7,0.0,1.0,1.0,0.0,1.0,0.4
kanye west,barry bonds (feat. lil wayne),0.0,1.0,0.8,0.0,0.2,1.0
the doors,peace frog,0.0,0.8,0.6,0.2,1.0,0.0
black kids,look at me (when i rock wichoo),0.0,1.0,0.8,0.2,0.8,0.8
garbage,drive you home,0.0,1.0,0.4,0.4,0.4,0.8
bob marley,no woman no cry,1.0,0.8,0.6,0.4,0.8,0.0
the whitest boy alive,above you,0.0,0.8,0.4,0.4,0.8,0.2
misfits,astro zombies,0.0,0.6,0.8,0.0,1.0,0.0
sex pistols,problems,0.0,0.8,1.0,0.2,1.0,0.0
shakira,hips don't lie,0.0,1.0,0.8,0.4,0.2,0.8
the futureheads,alms,0.0,0.8,0.8,0.2,1.0,0.0
sting,shape of my heart,0.0,1.0,0.4,0.8,0.4,0.2
soilwork,stalemate,0.0,1.0,1.0,0.0,1.0,0.4
explosions in the sky,the moon is down,0.0,0.8,0.8,0.2,1.0,0.0
goldfrapp,slippage,0.0,1.0,0.6,0.0,0.4,1.0
avril lavigne,sk8er boi,0.0,1.0,0.8,0.0,1.0,0.2
nine inch nails,suck,0.0,0.8,1.0,0.0,1.0,0.8
opeth,reverie/harlequin forest,0.0,1.0,0.8,0.4,1.0,0.4
shakira,día especial (feat. gustavo cerati),0.0,1.0,0.6,0.4,0.8,0.2
black rebel motorcycle club,whatever happened to my rock and roll,0.0,0.8,1.0,0.0,1.0,0.0
taking back sunday,you're so last summer,0.0,0.8,0.8,0.2,1.0,0.0
elton john,saturday night's alright for fighting,0.0,0.8,1.0,0.4,1.0,0.0
animal collective,the softest voice,0.0,0.6,0.2,1.0,0.2,0.2
mystery jets,two doors down,0.0,1.0,0.6,0.4,0.8,0.4
hole,violet,0.0,0.8,1.0,0.0,1.0,0.0
brazilian girls,don't stop,0.0,1.0,0.8,0.2,0.6,0.8
ben folds,jesusland,0.0,1.0,0.4,0.8,0.4,0.0
system of a down,streamline,0.0,1.0,0.8,0.0,1.0,0.0
the pigeon detectives,i'm not sorry,0.0,0.8,0.8,0.2,1.0,0.0
garbage,as heaven is wide,0.0,1.0,0.8,0.0,0.8,0.8
metallica,orion,0.0,0.8,0.8,0.0,1.0,0.0
bush,everything zen,0.0,0.8,0.8,0.2,1.0,0.0
badly drawn boy,once around the block,0.0,0.8,0.4,0.6,0.4,0.0
pixies,brick is red,0.0,0.8,0.4,0.2,1.0,0.0
pakito,living on video,0.0,1.0,0.8,0.0,0.2,1.0
grizzly bear,lullabye,0.0,0.8,0.2,0.8,0.2,0.0
carcass,heartwork,0.0,1.0,1.0,0.0,1.0,0.0
moonsorrow,jumalten kaupunki / tuhatvuotinen perintö,0.0,0.8,1.0,0.4,1.0,0.4
kings of convenience,gold in the air of summer,0.0,1.0,0.2,1.0,0.0,0.0
nirvana,jesus doesn't want me for a sunbeam,1.0,1.0,0.4,1.0,0.0,0.0
joni mitchell,river,0.0,0.8,0.2,1.0,0.0,0.0
bat for lashes,what's a girl to do,0.0,0.8,0.6,0.4,0.6,0.4
the decemberists,song for myla goldberg,0.0,0.8,0.4,0.8,0.4,0.0
joseph arthur,in the sun,0.0,0.8,0.4,0.6,0.4,0.0
boards of canada,pete standing alone,0.0,0.8,0.4,0.0,0.2,1.0
incubus,new skin,0.0,0.8,0.8,0.0,1.0,0.2
mew,her voice is beyond her years,0.0,1.0,0.6,0.2,0.8,0.4
my bloody valentine,cupid come,0.0,0.6,0.8,0.2,1.0,0.0
soda stereo,hombre al agua,0.0,0.8,0.8,0.2,1.0,0.2
beck,lord only knows,0.0,1.0,0.6,0.4,0.8,0.2
misfits,night of the living dead,0.0,0.4,0.8,0.2,1.0,0.0
m.i.a.,hussel (feat. afrikan boy),0.0,0.8,0.8,0.2,0.2,1.0
tom vek,if you want,0.0,0.6,0.6,0.2,0.8,0.6
red hot chili peppers,soul to squeeze,0.0,1.0,0.4,0.4,0.8,0.0
oasis,a bell will ring,0.0,0.8,0.8,0.2,1.0,0.0
tenacious d,baby,0.2,0.6,0.4,0.8,0.2,0.0
the jimi hendrix experience,hey joe,0.0,0.8,0.8,0.2,1.0,0.0
moby,machete,0.0,0.6,1.0,0.2,1.0,0.2
ac/dc,let me put my love into you,0.0,1.0,0.8,0.0,1.0,0.0
caribou,barnowl,0.0,0.8,0.4,0.2,0.4,0.8
the radio dept.,we climb the wired fences,0.0,0.6,0.4,0.0,0.8,0.6
new young pony club,grey,0.0,1.0,0.6,0.2,0.8,0.8
metric,rock me now,0.0,0.8,0.8,0.2,0.8,0.6
peter bjorn and john,paris 2004,0.0,0.8,0.4,0.4,0.6,0.2
fischerspooner,everything to gain,0.0,1.0,0.6,0.2,0.6,1.0
lykke li,complaint department,0.0,0.8,0.4,0.2,0.4,0.8
radiohead,gagging order,0.0,0.4,0.2,1.0,0.0,0.0
gotan project,celos,0.0,1.0,0.6,0.8,0.4,0.6
metallica,mama said,0.0,1.0,0.6,0.8,0.4,0.0
morningwood,nth degree,0.0,1.0,0.8,0.2,1.0,0.2
amorphis,her alone,0.0,1.0,0.6,0.2,1.0,0.4
amorphis,the smoke,0.0,1.0,0.8,0.2,1.0,0.4
autolux,great days for the passenger element,0.0,1.0,0.8,0.2,1.0,0.0
white rose movement,love is a number,0.0,0.8,0.8,0.0,0.8,0.8
tokyo police club,juno,0.0,0.8,0.8,0.2,1.0,0.2
iron maiden,the pilgrim,0.0,1.0,0.8,0.0,1.0,0.0
the beatles,i wanna be your man,0.0,0.8,0.6,0.2,1.0,0.0
morcheeba,rome wasn't built in a day,0.0,1.0,0.4,0.2,0.8,0.4
whitesnake,looking for love,0.0,1.0,0.6,0.0,1.0,0.4
digitalism,jupiter room,0.0,1.0,1.0,0.0,0.0,1.0
yo la tengo,the race is on again,0.0,0.8,0.6,0.2,1.0,0.2
t.a.t.u.,not gonna get us,0.0,1.0,0.8,0.0,0.4,1.0
korn,dead bodies everywhere,0.0,1.0,1.0,0.0,1.0,0.2
whitesnake,slide it in,0.0,0.8,0.8,0.0,1.0,0.4
at the drive-in,arcarsenal,0.0,0.8,1.0,0.2,1.0,0.0
the beatles,honey pie,0.0,0.8,0.4,0.8,0.2,0.0
morcheeba,wonders never cease,0.0,1.0,0.4,0.8,0.4,0.2
mastodon,the wolf is loose,0.0,1.0,1.0,0.2,1.0,0.0
miles davis,all blues,0.0,1.0,0.4,1.0,0.0,0.0
ladyhawke,back of the van,0.0,1.0,0.6,0.2,0.6,0.8
backyard babies,heaven 2.9,0.0,0.8,1.0,0.0,1.0,0.0
midlake,branches,0.0,1.0,0.4,0.8,0.4,0.2
in flames,vanishing light,0.0,1.0,0.8,0.0,1.0,0.4
a flock of seagulls,i ran,0.0,1.0,0.6,0.0,0.8,1.0
queens of the stone age,hispanic impressions,0.0,0.8,0.4,0.8,0.2,0.0
bright eyes,down in a rabbit hole,0.0,0.8,0.6,0.2,0.4,0.8
jet,put your money where your mouth is,0.0,1.0,0.8,0.2,1.0,0.0
ensiferum,slayer of light,0.0,0.8,1.0,0.2,1.0,0.4
u2,love and peace or else,0.0,1.0,0.8,0.2,1.0,0.2
jimmy eat world,lucky denver mint,0.0,1.0,0.8,0.2,1.0,0.2
the black keys,set you free,0.0,0.6,0.8,0.2,1.0,0.0
charlotte gainsbourg,tel que tu es,0.0,1.0,0.4,0.8,0.2,0.4
65daysofstatic,radio protector,0.0,1.0,1.0,0.4,0.8,0.4
dj shadow,why hip hop sucks in '96,0.0,0.8,0.2,0.2,0.2,0.0
fischerspooner,wednesday,0.0,1.0,0.8,0.0,0.4,1.0
lykke li,melodies & desires,0.0,1.0,0.2,0.4,0.2,0.8
elliott smith,a question mark,0.0,0.8,0.6,0.4,0.8,0.0
grandaddy,chartsengrafs,0.0,0.8,0.4,0.0,0.2,1.0
adam green,musical ladders,0.0,0.8,0.6,0.6,0.4,0.0
the cribs,our bovine public,0.0,0.8,1.0,0.2,1.0,0.0
adam green,bunnyranch,0.0,0.8,0.4,0.8,0.2,0.0
adam green,country road,0.0,0.8,0.4,0.8,0.4,0.0
porcupine tree,hatesong,0.0,1.0,0.8,0.2,1.0,0.4
cat power,american flag,0.0,0.6,0.2,0.2,0.8,0.4
slayer,bloodline,0.0,0.8,1.0,0.0,1.0,0.0
feeder,just the way i'm feeling,0.0,1.0,0.8,0.4,0.8,0.2
pj harvey,o stella,0.0,0.6,0.8,0.2,1.0,0.0
pj harvey,the sky lit up,0.0,0.8,1.0,0.2,1.0,0.0
yo la tengo,deeper into movies,0.0,0.8,1.0,0.0,1.0,0.0
moby,rushing,0.0,1.0,0.4,0.2,0.4,0.8
ennio morricone,chi mai,0.0,1.0,0.4,0.8,0.2,0.4
björk,you've been flirting again,0.0,1.0,0.2,1.0,0.0,0.0
30 seconds to mars,oblivion,0.0,0.8,0.8,0.0,0.8,0.6
bob marley & the wailers,stir it up,0.0,0.8,0.4,0.4,0.8,0.0
the sounds,ego,0.0,1.0,0.8,0.2,0.6,0.8
opeth,weakness,0.0,1.0,0.2,0.2,0.4,0.8
of montreal,labyrinthian pomp,0.0,1.0,0.6,0.2,0.4,1.0
soilwork,black star deceiver,0.0,1.0,1.0,0.0,1.0,0.4
kamelot,march of mephisto,0.0,1.0,0.8,0.2,1.0,0.6
the radio dept.,1995,0.0,0.4,0.4,0.2,0.8,0.6
m83,can't stop,0.0,1.0,0.6,0.2,0.6,1.0
soilwork,no more angels,0.0,1.0,1.0,0.0,1.0,0.4
jewel,foolish games,0.0,1.0,0.4,1.0,0.2,0.0
animal collective,#1,0.0,1.0,0.6,0.2,0.2,1.0
ensiferum,guardians of fate,0.0,0.8,1.0,0.2,1.0,0.4
the dresden dolls,necessary evil,0.0,0.8,0.8,0.8,0.2,0.0
rooney,i'm shakin',0.0,0.8,0.6,0.2,0.8,0.2
cream,strange brew,0.0,0.8,0.6,0.2,1.0,0.0
fujiya & miyagi,conductor 71,0.0,1.0,0.6,0.0,0.8,0.8
born ruffians,hummingbird,0.0,0.8,0.6,0.2,0.8,0.0
joy division,something must break,0.0,0.8,0.6,0.2,1.0,0.0
cream,i feel free,0.0,0.8,0.6,0.2,1.0,0.0
bob marley & the wailers,easy skanking,0.0,1.0,0.4,0.2,1.0,0.0
elliott smith,angel in the snow,0.0,0.4,0.2,1.0,0.0,0.0
grateful dead,friend of the devil,0.0,0.8,0.4,1.0,0.2,0.0
uffie,ready to uff,0.0,0.8,0.8,0.0,0.2,1.0
the beatles,savoy truffle,0.0,0.8,0.8,0.6,0.8,0.0
robbie williams,let me entertain you,0.0,1.0,1.0,0.2,0.8,0.2
scorpions,no one like you,0.0,1.0,0.8,0.0,1.0,0.0
dragonette,i get around (midnight juggernauts remix),0.0,1.0,0.8,0.0,0.2,1.0
metallica,the god that failed,0.0,1.0,0.8,0.0,1.0,0.0
jimi hendrix,voodoo child (slight return),0.0,0.8,1.0,0.0,1.0,0.0
iamx,the negative sex,0.0,1.0,0.8,0.0,0.4,1.0
gomez,how we operate,0.0,1.0,0.6,0.6,0.8,0.0
hawkwind,d-rider,0.0,0.8,0.8,0.2,1.0,0.6
a.c. newman,most of us prizefighters,0.0,1.0,0.6,0.2,0.8,0.2
zero 7,you're my flame,0.0,1.0,0.6,0.4,0.8,0.6
pixies,silver,0.0,0.8,0.4,0.8,0.2,0.0
spoon,was it you?,0.0,1.0,0.4,0.2,0.8,0.2
ambulance ltd,primitive (the way i treat you),0.0,0.8,0.6,0.2,0.8,0.0
the used,blue and yellow,0.0,0.8,0.6,0.0,1.0,0.0
creedence clearwater revisited,lodi,1.0,0.8,0.6,0.2,1.0,0.0
interpol,scale,0.0,1.0,0.8,0.0,1.0,0.0
wilco,what light,0.0,1.0,0.4,0.4,0.8,0.0
deftones,elite,0.0,1.0,1.0,0.0,1.0,0.0
garbage,bleed like me,0.0,1.0,0.8,0.2,1.0,0.2
sophie ellis-bextor,murder on the dancefloor,0.0,1.0,0.8,0.2,0.4,1.0
the beatles,don't bother me,0.0,0.8,0.6,0.2,0.8,0.0
spoon,all the pretty girls go to the city,0.0,0.8,0.6,0.2,1.0,0.0
lamb,heaven,0.0,1.0,0.4,0.4,0.6,0.8
jamie t,if you got the money,0.0,0.8,0.6,0.6,0.6,0.0
belle and sebastian,women's realm,0.0,0.8,0.4,0.8,0.6,0.0
madonna,like it or not,0.0,1.0,0.8,0.4,0.2,1.0
belle and sebastian,dirty dream number two,0.0,0.8,0.6,0.6,0.6,0.0
bonobo,flutter,0.0,1.0,0.4,0.6,0.2,0.6
the verve,judas,0.0,0.8,0.6,0.2,1.0,0.0
the zombies,she's not there,0.0,0.8,0.4,0.2,0.8,0.0
black rebel motorcycle club,generation,0.0,0.8,0.8,0.2,1.0,0.0
rufus wainwright,gay messiah,0.0,1.0,0.4,0.8,0.4,0.0
the new pornographers,my rights versus yours,0.0,1.0,0.6,0.6,0.6,0.2
the black angels,the sniper at the gates of heaven,0.0,0.8,0.8,0.2,1.0,0.0
the academy is...,skeptics and true believers,0.0,0.8,0.8,0.2,1.0,0.0
the academy is...,almost here,0.0,0.8,0.6,0.2,1.0,0.0
bob marley,could you be loved,0.0,1.0,0.6,0.4,0.8,0.2
bright eyes,waste of paint,0.0,0.8,0.6,0.8,0.4,0.0
lamb of god,redneck,0.0,1.0,1.0,0.0,1.0,0.0
rufus wainwright,vibrate,0.0,1.0,0.4,0.8,0.2,0.2
the 69 eyes,feel berlin,0.0,1.0,0.8,0.0,1.0,0.2
pixies,alec eiffel,0.0,1.0,0.8,0.0,1.0,0.2
brand new,play crack the sky,0.0,1.0,0.2,1.0,0.0,0.0
iron maiden,brave new world,0.0,1.0,0.8,0.0,1.0,0.2
dead disco,the treatment (metronomy remix),0.0,1.0,0.6,0.0,0.2,1.0
turbonegro,all my friends are dead,0.0,1.0,1.0,0.2,1.0,0.0
fiona apple,carrion,0.0,1.0,0.4,0.8,0.2,0.0
the verve,weeping willow,0.0,1.0,0.6,0.2,0.8,0.0
jem,flying high,0.0,1.0,0.4,0.4,0.4,0.6
green day,she's a rebel,0.0,1.0,0.8,0.2,1.0,0.0
clark,herr bar,0.0,1.0,0.8,0.2,0.0,1.0
the decemberists,cocoon,0.0,0.8,0.4,0.8,0.4,0.0
elvis presley,always on my mind,0.0,1.0,0.4,0.8,0.4,0.0
the 69 eyes,angels,0.0,1.0,0.8,0.0,1.0,0.4
red hot chili peppers,the power of equality,0.0,1.0,0.8,0.2,1.0,0.0
red hot chili peppers,she looks to me,0.0,1.0,0.6,0.6,0.8,0.2
zz top,i got the six,0.0,1.0,0.8,0.0,1.0,0.4
shiny toy guns,waiting,0.0,1.0,0.8,0.0,0.8,0.8
boards of canada,rue the whirl,0.0,0.8,0.4,0.2,0.0,1.0
mando diao,if i leave you,0.0,0.8,0.6,0.2,0.8,0.2
cut chemist,the garden,0.0,1.0,0.6,0.6,0.6,0.4
incubus,oil and water,0.0,1.0,0.6,0.2,0.8,0.2
l7,pretend we're dead,0.0,1.0,0.8,0.0,1.0,0.0
killswitch engage,my last serenade,0.0,0.8,1.0,0.0,1.0,0.0
snow patrol,the planets bend between us,0.0,1.0,0.6,0.2,0.8,0.4
peaches,downtown,0.0,1.0,0.8,0.0,0.2,1.0
u2,original of the species,0.0,1.0,0.6,0.6,0.6,0.2
katatonia,increase,0.0,1.0,0.8,0.2,1.0,0.4
shout out louds,tonight i have to leave it,0.0,1.0,0.8,0.2,0.8,0.2
slowdive,here she comes,0.0,1.0,0.4,0.0,0.6,0.6
suede,the drowners,0.0,0.8,0.8,0.0,1.0,0.0
gorillaz,sound check (gravity),0.0,1.0,0.6,0.2,0.2,1.0
sublime,40 oz. to freedom,0.0,0.6,0.8,0.2,1.0,0.0
vnv nation,beloved,0.0,1.0,0.8,0.0,0.2,1.0
the hives,abra cadaver,0.0,0.8,1.0,0.2,1.0,0.0
hall & oates,maneater,0.0,1.0,0.6,0.2,0.6,0.8
amorphis,leaves scar,0.0,1.0,0.8,0.0,1.0,0.4
amorphis,perkele (the god of fire),0.0,1.0,0.8,0.2,1.0,0.4
the kinks,everybody's gonna be happy,0.0,0.6,0.8,0.2,1.0,0.0
soda stereo,de música ligera,0.0,1.0,0.8,0.0,1.0,0.0
sonic youth,bull in the heather,0.0,0.8,0.6,0.2,1.0,0.0
the avalanches,radio,0.0,1.0,0.6,0.4,0.6,0.8
justin timberlake,sexy ladies/let me talk to you (prelude),0.0,1.0,0.6,0.2,0.4,1.0
placebo,narcoleptic,0.0,1.0,0.6,0.2,1.0,0.4
the flaming lips,feeling yourself disintegrate,0.0,1.0,0.4,0.2,0.6,0.8
the flaming lips,haven't got a clue,0.0,1.0,0.8,0.2,0.8,0.6
depeche mode,somebody,0.0,1.0,0.4,0.8,0.0,0.4
nightwish,last of the wilds,0.0,1.0,0.8,0.8,0.6,0.4
nick drake,three hours,0.0,0.8,0.4,1.0,0.0,0.0
athlete,el salvador,0.0,0.8,0.6,0.2,0.8,0.4
phoenix,one time too many,0.0,1.0,0.6,0.2,0.8,0.4
hellogoodbye,call n' return,0.0,0.8,0.6,0.0,0.4,1.0
e.s. posthumus,nara,0.0,1.0,0.8,0.8,0.2,0.4
sonic youth,total trash,0.0,0.8,1.0,0.0,1.0,0.0
grits,ooh ahh,0.0,1.0,0.6,0.0,0.2,1.0
emma bunton,maybe,0.0,1.0,0.6,0.8,0.4,0.2
in flames,versus terminus,0.0,1.0,0.8,0.0,1.0,0.2
iron maiden,holy smoke,0.0,0.8,0.8,0.2,1.0,0.0
the chemical brothers,the private psychedelic reel,0.0,1.0,1.0,0.2,0.2,1.0
spoon,paper tiger,0.0,1.0,0.4,0.0,0.4,0.8
maná,oye mi amor,0.0,0.8,0.8,0.4,0.8,0.2
in flames,brush the dust away,0.0,1.0,0.8,0.0,1.0,0.4
sugarcult,memory,0.0,1.0,0.8,0.0,1.0,0.0
rise against,injection,0.0,0.8,1.0,0.0,1.0,0.0
the cinematic orchestra,into you,0.2,1.0,0.4,0.8,0.4,0.2
kasabian,l.s.f (lost souls forever),0.0,1.0,0.8,0.0,1.0,0.4
david guetta,baby when the light (feat. cozi),0.0,1.0,0.8,0.2,0.2,1.0
frank sinatra,fly me to the moon,0.0,1.0,0.6,1.0,0.2,0.0
okkervil river,black sheep boy,0.0,0.8,0.2,1.0,0.0,0.0
maxïmo park,karaoke plays,0.0,1.0,0.8,0.0,1.0,0.2
the black keys,when the lights go out,0.0,0.6,0.4,0.2,1.0,0.0
the notorious b.i.g.,machine gun funk,0.0,0.8,0.8,0.2,0.8,0.4
electric light orchestra part ii,turn to stone,0.8,0.8,0.8,0.4,0.8,0.8
mastodon,colony of birchmen,0.0,1.0,1.0,0.2,1.0,0.0
radiohead,i can't,0.0,0.8,0.6,0.2,0.8,0.0
radiohead,go slowly,0.0,1.0,0.4,0.2,0.8,0.2
!!!,break in case of anything,0.0,1.0,0.8,0.2,0.8,0.6
lacuna coil,our truth,0.0,1.0,1.0,0.2,1.0,0.4
sambassadeur,kate,0.0,0.8,0.6,0.2,0.8,0.4
madvillain,meat grinder,0.0,0.6,0.4,0.4,0.6,0.2
in flames,minus,0.0,1.0,1.0,0.0,1.0,0.2
the last shadow puppets,the chamber,0.0,1.0,0.8,0.6,0.8,0.0
red house painters,have you forgotten,0.0,0.8,0.2,1.0,0.0,0.0
sonic youth,tunic (song for karen),0.0,0.8,0.8,0.0,1.0,0.0
athlete,chances,0.0,1.0,0.6,0.8,0.4,0.4
love is all,ageing had never been his friend,0.0,0.6,0.8,0.4,0.8,0.0
jack johnson,drink the water,0.0,0.8,0.4,0.8,0.2,0.0
adele,make you feel my love,0.0,1.0,0.4,1.0,0.0,0.0
modest mouse,broke,0.0,0.6,0.8,0.2,1.0,0.0
these new puritans,elvis,0.0,0.8,0.6,0.0,0.6,0.8
jack's mannequin,la la lie,0.0,1.0,0.8,0.4,0.8,0.0
animal collective,visiting friends,0.0,0.4,0.4,1.0,0.2,0.0
slayer,seasons in the abyss,0.0,0.8,0.8,0.0,1.0,0.0
anberlin,godspeed,0.0,1.0,0.8,0.2,1.0,0.2
eagles of death metal,i want you so hard (boy's bad news),0.0,0.8,0.8,0.0,1.0,0.0
